checking_acc,duration_mnth,credit_hist,purpose,credit_amt,savings_acc,emp_status,installment_rate,pstatus_sex,guarantor,Residence_LOS,property,age,installment_plan,housing,existing_credit,job,dependents,telephone,foreign_worker,credit
Btw 0 to 199 DM,24,Existing credits paid back duly,radio/television,1967,Less than 100 DM,Greater than 7 years,4,female_divorced/separated/married,none,4,car or other,20,none,own,1,skilled employee,1,registered,yes,bad
none,33,Critical account,used car,7253,Less than 100 DM,Btw 4 to 7 years,3,male_single,none,2,car or other,35,none,own,2,self-employed/management employee,1,registered,yes,bad
none,12,Critical account,business,2292,Less than 100 DM,unemployed,4,male_single,none,2,car or other,42,stores,own,2,self-employed/management employee,1,registered,yes,good
none,10,Existing credits paid back duly,new car,1597,Btw 500 to 999 DM,Btw 1 to 4 years,3,male_single,none,2,none,40,none,rent,1,unskilled - resident,2,none,no,bad
Less than 0 DM,24,Existing credits paid back duly,new car,1381,none,Btw 1 to 4 years,4,female_divorced/separated/married,none,2,BSSA or life insurance,35,none,own,1,skilled employee,1,none,yes,good
none,36,Critical account,used car,5842,Less than 100 DM,Greater than 7 years,2,male_single,none,2,BSSA or life insurance,35,none,own,2,skilled employee,2,registered,yes,bad
Less than 0 DM,12,Existing credits paid back duly,new car,2579,Less than 100 DM,Less than a year,4,male_single,none,1,real estate,33,none,own,1,unskilled - resident,2,none,yes,good
Less than 0 DM,18,Delays in paying off,education,8471,none,Btw 1 to 4 years,1,female_divorced/separated/married,none,2,car or other,23,none,rent,2,skilled employee,1,registered,yes,bad
none,21,Existing credits paid back duly,new car,2782,Btw 500 to 999 DM,Btw 4 to 7 years,1,female_divorced/separated/married,none,2,car or other,31,bank,own,1,self-employed/management employee,1,none,yes,bad
Btw 0 to 199 DM,18,Existing credits paid back duly,new car,1042,none,Btw 1 to 4 years,4,female_divorced/separated/married,none,2,BSSA or life insurance,33,none,own,1,skilled employee,1,none,yes,good
none,15,Existing credits paid back duly,new car,3186,Equal or Greater than 1000 DM,Btw 4 to 7 years,2,female_divorced/separated/married,none,3,car or other,20,none,rent,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,12,Existing credits paid back duly,used car,2028,none,Btw 1 to 4 years,4,male_single,none,2,car or other,30,none,own,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,12,Critical account,new car,958,Less than 100 DM,Btw 4 to 7 years,2,male_single,none,3,real estate,47,none,own,2,unskilled - resident,2,none,yes,bad
none,21,Delays in paying off,furniture/equipment,1591,Btw 100 to 499 DM,Btw 4 to 7 years,4,male_single,none,3,real estate,34,none,own,2,self-employed/management employee,1,none,yes,bad
Btw 0 to 199 DM,12,Existing credits paid back duly,furniture/equipment,2762,none,Greater than 7 years,1,female_divorced/separated/married,none,2,BSSA or life insurance,25,bank,own,1,skilled employee,1,registered,yes,good
Btw 0 to 199 DM,18,Existing credits paid back duly,used car,2779,Less than 100 DM,Btw 1 to 4 years,1,male_married/widowed,none,3,car or other,21,none,rent,1,skilled employee,1,registered,yes,bad
none,28,Critical account,radio/television,2743,Less than 100 DM,Greater than 7 years,4,male_single,none,2,car or other,29,none,own,2,skilled employee,1,none,yes,bad
none,18,Critical account,radio/television,1149,Equal or Greater than 1000 DM,Btw 1 to 4 years,4,male_single,none,3,real estate,46,none,own,2,skilled employee,1,none,yes,bad
none,9,Existing credits paid back duly,furniture/equipment,1313,Less than 100 DM,Greater than 7 years,1,male_single,none,4,car or other,20,none,own,1,skilled employee,1,none,yes,bad
Less than 0 DM,18,Critical account,repairs,1190,Less than 100 DM,unemployed,2,female_divorced/separated/married,none,4,none,55,none,free,3,unemployed/unskilled - non-resident,2,none,yes,good
none,5,Existing credits paid back duly,business,3448,Less than 100 DM,Btw 4 to 7 years,1,male_single,none,4,real estate,74,none,own,1,unskilled - resident,1,none,yes,bad
Btw 0 to 199 DM,24,Existing credits paid back duly,others,11328,Less than 100 DM,Btw 1 to 4 years,2,male_single,co-applicant,3,car or other,29,bank,own,2,self-employed/management employee,1,registered,yes,good
Less than 0 DM,6,Critical account,furniture/equipment,1872,Less than 100 DM,unemployed,4,male_single,none,4,none,36,none,free,3,self-employed/management employee,1,registered,yes,bad
none,24,Critical account,repairs,2058,Less than 100 DM,Btw 1 to 4 years,4,male_divorced/separated,none,2,real estate,33,none,own,2,skilled employee,1,registered,yes,bad
Less than 0 DM,9,Existing credits paid back duly,furniture/equipment,2136,Less than 100 DM,Btw 1 to 4 years,3,male_single,none,2,real estate,25,none,own,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,12,Existing credits paid back duly,radio/television,1484,none,Btw 1 to 4 years,2,male_married/widowed,none,1,real estate,25,none,own,1,skilled employee,1,registered,yes,good
none,6,Existing credits paid back duly,repairs,660,Btw 500 to 999 DM,Btw 4 to 7 years,2,male_married/widowed,none,4,real estate,23,none,rent,1,unskilled - resident,1,none,yes,bad
none,24,Critical account,new car,1287,Equal or Greater than 1000 DM,Greater than 7 years,4,female_divorced/separated/married,none,4,real estate,37,none,own,2,skilled employee,1,registered,yes,bad
Less than 0 DM,42,Critical account,repairs,3394,Less than 100 DM,unemployed,4,male_single,co-applicant,4,car or other,65,none,own,2,unemployed/unskilled - non-resident,1,none,yes,bad
Equal or Greater than 200 DM,12,All credits taken paid back duly,business,609,Less than 100 DM,Less than a year,4,female_divorced/separated/married,none,1,real estate,26,none,own,1,unemployed/unskilled - non-resident,1,none,yes,good
none,12,Existing credits paid back duly,new car,1884,Less than 100 DM,Greater than 7 years,4,male_single,none,4,car or other,39,none,own,1,self-employed/management employee,1,registered,yes,bad
Less than 0 DM,12,Existing credits paid back duly,furniture/equipment,1620,Less than 100 DM,Btw 1 to 4 years,2,female_divorced/separated/married,co-applicant,3,BSSA or life insurance,30,none,own,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,20,Delays in paying off,others,2629,Less than 100 DM,Btw 1 to 4 years,2,male_single,none,3,car or other,29,bank,own,2,skilled employee,1,registered,yes,bad
none,12,Existing credits paid back duly,education,719,Less than 100 DM,Greater than 7 years,4,male_single,none,4,car or other,41,bank,own,1,unskilled - resident,2,none,yes,good
Btw 0 to 199 DM,48,Critical account,furniture/equipment,5096,Less than 100 DM,Btw 1 to 4 years,2,female_divorced/separated/married,none,3,car or other,30,none,own,1,self-employed/management employee,1,registered,yes,good
none,9,Critical account,education,1244,none,Greater than 7 years,4,female_divorced/separated/married,none,4,BSSA or life insurance,41,none,rent,2,unskilled - resident,1,none,yes,bad
Less than 0 DM,36,Existing credits paid back duly,new car,1842,Less than 100 DM,Less than a year,4,female_divorced/separated/married,none,4,car or other,34,none,own,1,skilled employee,1,registered,yes,good
Btw 0 to 199 DM,7,Existing credits paid back duly,radio/television,2576,Less than 100 DM,Btw 1 to 4 years,2,male_single,guarantor,2,real estate,35,none,own,1,skilled employee,1,none,yes,bad
Equal or Greater than 200 DM,12,Existing credits paid back duly,furniture/equipment,1424,none,Greater than 7 years,3,female_divorced/separated/married,none,4,real estate,55,none,own,1,self-employed/management employee,1,registered,yes,bad
Btw 0 to 199 DM,15,Delays in paying off,repairs,1512,Equal or Greater than 1000 DM,Btw 1 to 4 years,3,male_married/widowed,none,3,BSSA or life insurance,61,stores,own,2,skilled employee,1,none,yes,good
none,36,Critical account,used car,11054,none,Btw 1 to 4 years,4,male_single,none,2,car or other,30,none,own,1,self-employed/management employee,1,registered,yes,bad
none,6,Existing credits paid back duly,radio/television,518,Less than 100 DM,Btw 1 to 4 years,3,female_divorced/separated/married,none,1,real estate,29,none,own,1,skilled employee,1,none,yes,bad
none,12,No credits taken,furniture/equipment,2759,Less than 100 DM,Greater than 7 years,2,male_single,none,4,BSSA or life insurance,34,none,own,2,skilled employee,1,none,yes,bad
none,24,Existing credits paid back duly,used car,2670,Less than 100 DM,Greater than 7 years,4,male_single,none,4,car or other,35,none,own,1,self-employed/management employee,1,registered,yes,bad
Less than 0 DM,24,Existing credits paid back duly,new car,4817,Less than 100 DM,Btw 4 to 7 years,2,male_single,co-applicant,3,BSSA or life insurance,31,none,own,1,skilled employee,1,registered,yes,good
none,24,Existing credits paid back duly,used car,2679,Less than 100 DM,Less than a year,4,female_divorced/separated/married,none,1,none,29,none,own,1,self-employed/management employee,1,registered,yes,bad
Less than 0 DM,11,Critical account,new car,3905,Less than 100 DM,Btw 1 to 4 years,2,male_single,none,2,real estate,36,none,rent,2,skilled employee,2,none,yes,bad
Less than 0 DM,12,Existing credits paid back duly,used car,3386,Less than 100 DM,Greater than 7 years,3,male_single,none,4,none,35,none,free,1,skilled employee,1,registered,yes,good
Less than 0 DM,6,Existing credits paid back duly,domestic appliances,343,Less than 100 DM,Less than a year,4,female_divorced/separated/married,none,1,real estate,27,none,own,1,skilled employee,1,none,yes,bad
none,18,Existing credits paid back duly,radio/television,4594,Less than 100 DM,Less than a year,3,male_single,none,2,car or other,32,none,own,1,skilled employee,1,registered,yes,bad
Less than 0 DM,36,Existing credits paid back duly,furniture/equipment,3620,Less than 100 DM,Btw 1 to 4 years,1,male_single,guarantor,2,BSSA or life insurance,37,none,own,1,skilled employee,2,none,yes,bad
Less than 0 DM,15,Existing credits paid back duly,new car,1721,Less than 100 DM,Less than a year,2,male_single,none,3,real estate,36,none,own,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,12,Existing credits paid back duly,furniture/equipment,3017,Less than 100 DM,Less than a year,3,female_divorced/separated/married,none,1,real estate,34,none,rent,1,self-employed/management employee,1,none,yes,bad
Btw 0 to 199 DM,12,Existing credits paid back duly,retraining,754,none,Greater than 7 years,4,male_single,none,4,BSSA or life insurance,38,none,own,2,skilled employee,1,none,yes,bad
none,18,Existing credits paid back duly,business,1950,Less than 100 DM,Btw 4 to 7 years,4,male_single,none,1,car or other,34,stores,own,2,skilled employee,1,registered,yes,bad
Less than 0 DM,24,Existing credits paid back duly,used car,2924,Less than 100 DM,Btw 1 to 4 years,3,male_single,guarantor,4,none,63,bank,own,1,skilled employee,2,registered,yes,bad
Less than 0 DM,24,Delays in paying off,radio/television,1659,Less than 100 DM,Less than a year,4,female_divorced/separated/married,none,2,car or other,29,none,rent,1,unskilled - resident,1,registered,yes,good
none,48,Delays in paying off,radio/television,7238,none,Greater than 7 years,3,male_single,none,3,car or other,32,bank,own,2,skilled employee,2,none,yes,bad
none,33,Delays in paying off,business,2764,Less than 100 DM,Btw 1 to 4 years,2,female_divorced/separated/married,none,2,car or other,26,none,own,2,skilled employee,1,registered,yes,bad
none,24,Delays in paying off,used car,4679,Less than 100 DM,Btw 4 to 7 years,3,male_single,none,3,car or other,35,none,own,2,unskilled - resident,1,registered,yes,bad
Btw 0 to 199 DM,24,Existing credits paid back duly,radio/television,3092,Btw 100 to 499 DM,Less than a year,3,male_married/widowed,none,2,car or other,22,none,rent,1,skilled employee,1,registered,yes,good
Less than 0 DM,6,Existing credits paid back duly,education,448,Less than 100 DM,Less than a year,4,female_divorced/separated/married,none,4,BSSA or life insurance,23,none,own,1,skilled employee,1,none,yes,good
Less than 0 DM,9,Existing credits paid back duly,new car,654,Less than 100 DM,Btw 1 to 4 years,4,male_single,none,3,car or other,28,none,own,1,unskilled - resident,1,none,yes,good
none,6,Existing credits paid back duly,retraining,1238,none,unemployed,4,male_single,none,4,BSSA or life insurance,36,none,own,1,self-employed/management employee,2,registered,yes,bad
Btw 0 to 199 DM,18,Critical account,radio/television,1245,Less than 100 DM,Btw 1 to 4 years,4,male_married/widowed,none,2,car or other,33,none,own,1,skilled employee,1,none,yes,good
Less than 0 DM,18,No credits taken,furniture/equipment,3114,Less than 100 DM,Less than a year,1,female_divorced/separated/married,none,4,BSSA or life insurance,26,none,rent,1,skilled employee,1,none,yes,good
none,39,Existing credits paid back duly,used car,2569,Btw 500 to 999 DM,Btw 1 to 4 years,4,male_single,none,4,car or other,24,none,own,1,skilled employee,1,none,yes,bad
Equal or Greater than 200 DM,24,Existing credits paid back duly,radio/television,5152,Less than 100 DM,Btw 4 to 7 years,4,male_single,none,2,car or other,25,bank,own,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,12,Existing credits paid back duly,business,1037,Btw 100 to 499 DM,Btw 4 to 7 years,3,male_single,none,4,real estate,39,none,own,1,unskilled - resident,1,none,yes,bad
Less than 0 DM,15,Critical account,furniture/equipment,1478,Less than 100 DM,Greater than 7 years,4,male_single,none,4,car or other,44,none,own,2,skilled employee,2,registered,yes,bad
Btw 0 to 199 DM,12,Critical account,radio/television,3573,Less than 100 DM,Btw 1 to 4 years,1,female_divorced/separated/married,none,1,real estate,23,none,own,1,unskilled - resident,1,none,yes,bad
Btw 0 to 199 DM,24,Existing credits paid back duly,new car,1201,Less than 100 DM,Less than a year,4,male_single,none,1,BSSA or life insurance,26,none,own,1,skilled employee,1,none,yes,bad
Less than 0 DM,30,Existing credits paid back duly,furniture/equipment,3622,Equal or Greater than 1000 DM,Greater than 7 years,4,female_divorced/separated/married,none,4,BSSA or life insurance,57,none,rent,2,skilled employee,1,registered,yes,bad
none,15,Delays in paying off,furniture/equipment,960,Equal or Greater than 1000 DM,Btw 4 to 7 years,3,female_divorced/separated/married,none,2,BSSA or life insurance,30,none,own,2,skilled employee,1,none,yes,bad
none,12,Critical account,new car,1163,Btw 500 to 999 DM,Btw 1 to 4 years,4,male_single,none,4,real estate,44,none,own,1,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,6,Delays in paying off,new car,1209,Less than 100 DM,unemployed,4,male_single,none,4,BSSA or life insurance,47,none,own,1,self-employed/management employee,1,registered,yes,good
none,12,Existing credits paid back duly,radio/television,3077,Less than 100 DM,Btw 1 to 4 years,2,male_single,none,4,car or other,52,none,own,1,skilled employee,1,registered,yes,bad
none,24,Existing credits paid back duly,new car,3757,Less than 100 DM,Greater than 7 years,4,female_divorced/separated/married,co-applicant,4,none,62,none,free,1,skilled employee,1,registered,yes,bad
none,10,Existing credits paid back duly,new car,1418,Btw 100 to 499 DM,Btw 1 to 4 years,3,male_single,none,2,real estate,35,none,rent,1,unskilled - resident,1,none,no,bad
none,6,Existing credits paid back duly,new car,3518,Less than 100 DM,Btw 1 to 4 years,2,male_single,guarantor,3,BSSA or life insurance,26,none,rent,1,skilled employee,1,none,yes,bad
